feature,importance_mean,importance_std
hog_std_26,0.0004974790840817368,0.0
hog_std_56,0.0004938525448639878,0.0
hog_std_83,0.0004643019415426036,0.0
hog_std_21,0.0004419577141261444,0.0
hog_std_35,0.00043669977624811795,0.0
hog_std_22,0.00040427748467617005,0.0
hog_std_82,0.00040154082531953394,0.0
width,0.0,0.0
height,0.0,0.0
aspect_ratio,0.0,0.0
pose_spread_mean,0.0,0.0
hand_spread_mean,0.0,0.0
pose_spread_std,0.0,0.0
hand_motion_mean,0.0,0.0
pose_motion_std,0.0,0.0
hand_motion_std,0.0,0.0
hand_spread_std,0.0,0.0
pose_motion_mean,0.0,0.0
pose_presence_ratio,0.0,0.0
left_hand_presence_ratio,0.0,0.0
right_hand_presence_ratio,0.0,0.0
